,ID,Gender,Age,Your Industry,Occupation,2nd Occupation,Job Level,Income,State,Job Role Happiness,Highest Degree Completed,Marital Status,Sexual Satisfaction,Sex Frequency,Orgasm Frequency,Orgasm Faking,Sexual Performance,Excercise Frequency,Desirable Level,Better Sex Before Graduating
983,13385528761.0,Female,> 60,"Telecommunications, Technology, Internet & Electronics",Software developer,,Other (please specify),"$25,000-$49,999",California,Neither happy nor unhappy,High School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Above average,I never work out or exercise,Very desirable,Neither agree nor disagree
984,13385526498.0,Male,45-60,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$50,000-$74,999",California,Very happy,High School,Married or domestic partnership,Dissatisfied,Once a month,Always,Never,Above average,Less than once per week,Somewhat desirable,Strongly agree
985,13385522616.0,Male,30-44,Food & Beverages,Food preparation worker, Dishwasher,Entry Level,"$0-$9,999",Mississippi,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Once per week,Not so desirable,Neither agree nor disagree
986,13385517838.0,Male,> 60,Real Estate,Janitor,,Entry Level,"$0-$9,999",Washington,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Once a month,Sometimes,Sometimes,Average,Several times per week,Very desirable,Somewhat agree
987,13385516921.0,Male,45-60,Manufacturing,Mechanic,,Middle Management,"$10,000-$24,999",Ohio,Somewhat happy,High School,Divorced,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,Once per week,Very desirable,Agree
988,13385514005.0,Male,30-44,Transportation & Delivery,Truck Driver,,Other (please specify),"$25,000-$49,999",Maryland,Somewhat happy,Trade/Vocation School,"Single, never married",Very satisfied,About once a week,Sometimes,Never,Far above average,Several times per week,Very desirable,Agree
989,13385511556.0,Male,18-29,"Construction, Machinery, and Homes",Laborer,,Intermediate,"$25,000-$49,999",Pennsylvania,Neither happy nor unhappy,High School,"Single, never married",Dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
990,13385507593.0,Female,30-44,Entertainment & Leisure,Laborer,,Intermediate,"$75,000-$99,999",Illinois,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Usually,Rarely,Average,Several times per week,Somewhat desirable,Strongly disagree
991,13385505237.0,Male,> 60,I am currently not employed,Food preparation worker,,Other (please specify),"$75,000-$99,999",Maryland,Somewhat happy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
992,13385505998.0,Female,45-60,Finance & Financial Services,Customer service representative, Consultant,Intermediate,"$50,000-$74,999",Alabama,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Above average,Once per week,Somewhat desirable,Somewhat disagree
993,13385505762.0,Female,30-44,Education,Office clerk, Accounting,Middle Management,"$25,000-$49,999",New Mexico,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,About once a week,Usually,Sometimes,Average,Once per week,Somewhat desirable,Neither agree nor disagree
994,13385504542.0,Female,45-60,I am currently not employed,Bookkeeper,,Middle Management,"$50,000-$74,999",Florida,Very unhappy,Master's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,I never work out or exercise,Not at all desirable,Neither agree nor disagree
995,13385493158.0,Female,> 60,Finance & Financial Services,Customer service representative,,Middle Management,"$100,000-$124,999",Oregon,Neither happy nor unhappy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Never,Average,I never work out or exercise,Not so desirable,Agree
996,13385491694.0,Male,30-44,"Construction, Machinery, and Homes",Laborer,,Entry Level,"$10,000-$24,999",Illinois,Very unhappy,Trade/Vocation School,Divorced,Very dissatisfied,Less than once a month,Always,Never,Far above average,I never work out or exercise,Somewhat desirable,Strongly disagree
997,13385488589.0,Female,30-44,Manufacturing,Laborer,,Entry Level,Prefer not to answer,North Carolina,Somewhat unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Below average,Less than once per week,Not at all desirable,Neither agree nor disagree
998,13385485672.0,Female,> 60,Manufacturing,Laborer,,Intermediate,"$75,000-$99,999",Indiana,Somewhat unhappy,Trade/Vocation School,Married or domestic partnership,Satisfied,A few times a month,Always,Never,Average,I never work out or exercise,Somewhat desirable,Somewhat agree
999,13385484551.0,Male,45-60,Entertainment & Leisure,Office clerk, Freelance Writer,Intermediate,"$10,000-$24,999",Hawaii,Very happy,Trade/Vocation School,"Single, never married",Neither satisfied nor dissatisfied,A few times a week,Usually,Never,Average,Every day of the week,Not so desirable,Neither agree nor disagree
1000,13385484214.0,Female,45-60,Transportation & Delivery,Administrative assistant,,Senior Management,"$75,000-$99,999",New York,Very unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a week,Rarely,Usually,Far below average,Every day of the week,Somewhat desirable,Somewhat agree
1001,13385481585.0,Male,30-44,Transportation & Delivery,Customer service representative,,Middle Management,"$75,000-$99,999",Florida,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Average,Several times per week,Very desirable,Agree
1002,13385481452.0,Female,18-29,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$50,000-$74,999",Illinois,Very happy,Trade/Vocation School,Married or domestic partnership,Very satisfied,About once a week,Usually,Rarely,Average,Several times per week,Not so desirable,Strongly disagree
1003,13385479570.0,Male,30-44,Healthcare & Pharmaceuticals,Office clerk,,Intermediate,"$25,000-$49,999",Washington,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Far above average,Less than once per week,Somewhat desirable,Strongly disagree
1004,13385478649.0,Male,45-60,Manufacturing,Customer service representative,,Middle Management,"$75,000-$99,999",Ohio,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Below average,Once per week,Somewhat desirable,Agree
1005,13385476628.0,Male,30-44,Agriculture,Retail sales associate,,Senior Management,"$0-$9,999",California,Somewhat happy,Master's Degree,"Single, never married",Satisfied,About once a week,Always,Usually,Above average,Several times per week,Very desirable,Agree
1006,13385475954.0,Female,> 60,"Telecommunications, Technology, Internet & Electronics",Office clerk,,Entry Level,"$25,000-$49,999",Arizona,Very happy,High School,Married or domestic partnership,Satisfied,Less than once a month,Rarely,Sometimes,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
1007,13385475132.0,Female,> 60,Manufacturing,Laborer,,Other (please specify),"$50,000-$74,999",Pennsylvania,Very happy,Some High School,Widowed,Very satisfied,Less than once a month,Sometimes,Always,Average,Every day of the week,Not so desirable,Neither agree nor disagree
1008,13385474543.0,Female,18-29,Agriculture,Server,,Middle Management,"$25,000-$49,999",Arkansas,Neither happy nor unhappy,High School,"Single, never married",Very dissatisfied,Once a month,Sometimes,Sometimes,Above average,Less than once per week,Extremely desirable,Neither agree nor disagree
1009,13385474488.0,Female,30-44,I am currently not employed,Bookkeeper,,Intermediate,Prefer not to answer,Texas,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Once a month,Rarely,Sometimes,Below average,I never work out or exercise,Not so desirable,Strongly disagree
1010,13385473874.0,Male,> 60,Education,Bookkeeper,,Middle Management,"$50,000-$74,999",New York,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Rarely,Average,Several times per week,Very desirable,Somewhat agree
1011,13385471815.0,Female,> 60,I am currently not employed,Office clerk,,Other (please specify),"$75,000-$99,999",North Carolina,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Rarely,Above average,Every day of the week,Very desirable,Neither agree nor disagree
1012,13385471162.0,Female,45-60,Airlines & Aerospace (including Defense),Janitor,,Entry Level,"$75,000-$99,999",Arizona,Somewhat unhappy,High School,Widowed,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Usually,Above average,Every day of the week,Not so desirable,Neither agree nor disagree
1013,13385470790.0,Male,45-60,Manufacturing,Customer service representative,,Intermediate,"$50,000-$74,999",Arizona,Somewhat happy,Bachelor's Degree,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Very desirable,Strongly agree
1014,13385461490.0,Female,30-44,Retail & Consumer Durables,Customer service representative,,Middle Management,"$25,000-$49,999",Kansas,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Average,Less than once per week,Somewhat desirable,Disagree
1015,13385455848.0,Male,45-60,I am currently not employed,Cashier, Homemaker,Other (please specify),"$25,000-$49,999",Georgia,Very happy,High School,Married or domestic partnership,Satisfied,A few times a month,Always,Never,Above average,Several times per week,Not so desirable,Disagree
1016,13385455617.0,Male,18-29,"Utilities, Energy, and Extraction",Construction worker, Engineer,Intermediate,"$125,000-$149,999",California,Somewhat happy,Master's Degree,"Single, never married",Neither satisfied nor dissatisfied,Once a month,Always,Never,Above average,Several times per week,Somewhat desirable,Disagree
1017,13385453295.0,Female,18-29,Food & Beverages,Cashier,,Entry Level,Prefer not to answer,Arkansas,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Very desirable,Neither agree nor disagree
1018,13385452733.0,Female,> 60,Retail & Consumer Durables,Retail sales associate,,Entry Level,"$10,000-$24,999",Florida,Somewhat unhappy,Trade/Vocation School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,I never work out or exercise,Not at all desirable,Strongly disagree
1019,13385447727.0,Female,18-29,Retail & Consumer Durables,Retail sales associate,,Intermediate,"$10,000-$24,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,About once a week,Usually,Rarely,Above average,Once per week,Very desirable,Disagree
1020,13385445141.0,Male,45-60,"Construction, Machinery, and Homes",Laborer,,Intermediate,"$10,000-$24,999",Michigan,Somewhat happy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Always,Rarely,Above average,Several times per week,Very desirable,Neither agree nor disagree
1021,13385441923.0,Male,30-44,Business Support & Logistics,Laborer, Logistics Delivery,Entry Level,"$75,000-$99,999",Colorado,Neither happy nor unhappy,High School,Married or domestic partnership,Satisfied,About once a week,Always,Never,Above average,Every day of the week,Very desirable,Neither agree nor disagree
1022,13385437179.0,Female,> 60,Food & Beverages,Food preparation worker,,Owner/Executive/C-Level,"$50,000-$74,999",Kentucky,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Rarely,Never,Far below average,I never work out or exercise,Not so desirable,Agree
1023,13385436851.0,Female,> 60,I am currently not employed,Operations manager, Homemaker,Other (please specify),"$50,000-$74,999",Tennessee,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Not so desirable,Strongly disagree
1024,13385434870.0,Female,18-29,Education,Administrative assistant,,Entry Level,"$25,000-$49,999",Nebraska,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Several times per week,Not so desirable,Neither agree nor disagree
1025,13385432898.0,Female,45-60,Government,Office clerk,,Intermediate,"$50,000-$74,999",Texas,Very happy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Average,Once per week,Not at all desirable,Neither agree nor disagree
