Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job? ,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13363199745,415544481,02/28/2022 05:43:55 PM,02/28/2022 05:46:34 PM,,,,,b578e32c24782ca82351e359d1,smc,,,,Education,Operations manager,Teacher,Middle Management,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,A few times a week,Usually,Rarely,Average,Several times per week,Not so desirable,Disagree,"$175,000-$199,999",Male,Pacific,iOS Phone / Tablet,45-60
13363196863,415544481,02/28/2022 05:41:42 PM,02/28/2022 05:45:25 PM,,,,,52b30ccf5ee67e607376a8991c,smc,,,,Retail & Consumer Durables,Marketing specialist,,Intermediate,,Alabama,Very happy,Bachelor's Degree,Widowed,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Average,Several times per week,Very desirable,Somewhat disagree,"$200,000+",Female,East South Central,iOS Phone / Tablet,45-60
13363195568,415544481,02/28/2022 05:43:00 PM,02/28/2022 05:44:54 PM,,,,,fbfb3052c54cb7065e032e77b4,smc,,,,Retail & Consumer Durables,Cashier,,Entry Level,,Tennessee,Somewhat happy,High School,Separated,Female,,Satisfied,A few times a week,Always,Never,Far above average,Several times per week,Extremely desirable,Neither agree nor disagree,Prefer not to answer,Female,East South Central,Android Phone / Tablet,30-44
13363195521,415544481,02/28/2022 05:43:13 PM,02/28/2022 05:44:54 PM,,,,,2ad342cf693ebc1360471cf3ec,smc,,,,Education,Cashier,teacher,Intermediate,,California,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,About once a week,,,Average,,,,"$0-$9,999",Female,Pacific,Android Phone / Tablet,30-44
13363191569,415544481,02/28/2022 05:40:46 PM,02/28/2022 05:43:20 PM,,,,,4addf2f7f0234d9cbbc746a66c,smc,,,,Advertising & Marketing,Cashier,,Intermediate,,Kentucky,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Male,East South Central,iOS Phone / Tablet,45-60
13363190884,415544481,02/28/2022 05:41:40 PM,02/28/2022 05:43:08 PM,,,,,5b7e34b22c70ecf4dfc5ec91b9,smc,,,,I am currently not employed,Operations manager,,Owner/Executive/C-Level,,Florida,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Satisfied,About once a week,Always,Never,Average,Every day of the week,Not so desirable,Neither agree nor disagree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,45-60
13363188669,415544481,02/28/2022 05:33:04 PM,02/28/2022 05:42:16 PM,,,,,dd7e26ac9e15384d72bbd8ee3a,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Nuclear Medicine Technologist,Entry Level,,Tennessee,Very happy,Bachelor's Degree,"Single, never married",Male,,Very satisfied,Less than once a month,Always,Never,Far above average,Less than once per week,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Male,East South Central,Android Phone / Tablet,18-29
13363186655,415544481,02/28/2022 05:40:29 PM,02/28/2022 05:41:33 PM,,,,,82ffa7445286d18628cb539cdf,smc,,,,Business Support & Logistics,Construction worker,,Middle Management,,Kentucky,Somewhat unhappy,High School,Separated,Male,,Neither satisfied nor dissatisfied,Every day,Usually,Never,Average,Several times per week,Very desirable,Strongly agree,"$0-$9,999",Female,West South Central,iOS Phone / Tablet,18-29
13363186235,415544481,02/28/2022 05:18:27 PM,02/28/2022 05:41:24 PM,,,,,5fa8e5789c14318f6f808a958b,smc,,,,Government,Software developer,Systems Administrator,Intermediate,,California,Neither happy nor unhappy,High School,Widowed,Male,,Very dissatisfied,Less than once a month,Always,Never,Below average,Every day of the week,Not so desirable,Agree,"$75,000-$99,999",Male,Pacific,Windows Desktop / Laptop,> 60
13363184013,415544481,02/28/2022 05:39:36 PM,02/28/2022 05:40:30 PM,,,,,7da5775820864b98eb7388d377,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,,Owner/Executive/C-Level,,Missouri,Somewhat happy,Ph.D. or higher,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Usually,Never,Far above average,Every day of the week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Female,West North Central,iOS Phone / Tablet,18-29
13363181102,415544481,02/28/2022 05:37:36 PM,02/28/2022 05:39:24 PM,,,,,3f1cd5f23b6213d6e4f3ed5427,smc,,,,Education,Marketing specialist,,Middle Management,,North Carolina,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Once per week,Extremely desirable,Strongly agree,"$150,000-$174,999",Male,South Atlantic,iOS Phone / Tablet,> 60
13363180440,415544481,02/28/2022 05:37:34 PM,02/28/2022 05:39:09 PM,,,,,59c9d982c7a2af86cb08e38696,smc,,,,Government,Customer service representative,Firefighter,Entry Level,,Ohio,Very happy,Trade/Vocation School,Separated,Male,,Satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Agree,"$75,000-$99,999",Male,East North Central,iOS Phone / Tablet,45-60
13363173443,415544481,02/28/2022 05:34:53 PM,02/28/2022 05:36:28 PM,,,,,b9520be2f4a80e3d3bc5025289,smc,,,,Education,Customer service representative,,Middle Management,,Texas,Very happy,High School,Widowed,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$10,000-$24,999",Female,West South Central,Android Phone / Tablet,45-60
13363171744,415544481,02/28/2022 05:34:31 PM,02/28/2022 05:35:54 PM,,,,,60b91e5eedd6f25148aa1b0ac0,smc,,,,Finance & Financial Services,Software developer,,Middle Management,,Wisconsin,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Never,Never,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$10,000-$24,999",Male,East North Central,Android Phone / Tablet,45-60
13363167467,415544481,02/28/2022 05:32:56 PM,02/28/2022 05:34:16 PM,,,,,fd3d231eeeba555a9ecba2d187,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,,Entry Level,,Tennessee,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Average,Once per week,Extremely desirable,Strongly disagree,"$50,000-$74,999",Female,East South Central,iOS Phone / Tablet,30-44
13363165551,415544481,02/28/2022 05:33:01 PM,02/28/2022 05:33:35 PM,,,,,87e86f14808df77c1d3e7d7f8b,smc,,,,Airlines & Aerospace (including Defense),Cashier,Yes,Middle Management,,California,Very happy,High School,Divorced,Male,,Very satisfied,A few times a week,Sometimes,Always,Far above average,Once per week,Somewhat desirable,Strongly agree,"$125,000-$149,999",Male,West South Central,iOS Phone / Tablet,18-29
13363164661,415544481,02/28/2022 05:31:22 PM,02/28/2022 05:33:06 PM,,,,,6513db6805028e33c010528595,smc,,,,I am currently not employed,Cashier,Retired,Other (please specify),Retired,Wisconsin,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,About once a week,Always,Never,Below average,Several times per week,Not at all desirable,Disagree,"$25,000-$49,999",Female,East North Central,iOS Phone / Tablet,> 60
13363164257,415544481,02/28/2022 05:31:22 PM,02/28/2022 05:33:06 PM,,,,,6513db6805028e33c010528595,smc,,,,I am currently not employed,Cashier,Retired,Other (please specify),Retired,Wisconsin,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,About once a week,Always,Never,Below average,Several times per week,Not at all desirable,Disagree,,,,,
13363157070,415544481,02/28/2022 05:27:36 PM,02/28/2022 05:30:27 PM,,,,,6372321cc7eeb51df4674fe8c5,smc,,,,Retail & Consumer Durables,Retail sales associate,online sales,Owner/Executive/C-Level,,Wisconsin,Neither happy nor unhappy,Some High School,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Male,East North Central,Android Phone / Tablet,45-60
13363154846,415544481,02/28/2022 05:28:16 PM,02/28/2022 05:29:40 PM,,,,,66b8ce0413cc95a64b841309e0,smc,,,,Nonprofit,Administrative assistant,,Intermediate,,Illinois,Very happy,Trade/Vocation School,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Sometimes,Average,Once per week,Somewhat desirable,Disagree,"$125,000-$149,999",Female,East North Central,iOS Phone / Tablet,45-60
13363153597,415544481,02/28/2022 05:28:18 PM,02/28/2022 05:29:12 PM,,,,,b32c27343a025df07b0906cb88,smc,,,,Education,Office clerk,,Middle Management,,Nevada,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Rarely,Average,Several times per week,Very desirable,Agree,"$50,000-$74,999",Female,Mountain,iOS Phone / Tablet,45-60
13363152152,415544481,02/28/2022 05:25:37 PM,02/28/2022 05:28:38 PM,,,,,c99456c2eebd1351530f331159,smc,,,,I am currently not employed,Food preparation worker,Stay at home mom,Middle Management,,North Carolina,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,About once a week,Sometimes,Sometimes,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13363149425,415544481,02/28/2022 05:25:02 PM,02/28/2022 05:27:34 PM,,,,,3f10499cfc6bc89c2137aaaec4,smc,,,,Manufacturing,Operations manager,,Owner/Executive/C-Level,,Ohio,Very happy,High School,"Single, never married",Female,,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$25,000-$49,999",Female,East North Central,Android Phone / Tablet,45-60
13363149136,415544481,02/28/2022 05:25:05 PM,02/28/2022 05:27:29 PM,,,,,7467315a0ede68090ea73fd246,smc,,,,Entertainment & Leisure,Bartender,,Owner/Executive/C-Level,,Florida,Very happy,Ph.D. or higher,Married or domestic partnership,Female,,Very satisfied,Every day,Always,Rarely,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363148016,415544481,02/28/2022 05:21:47 PM,02/28/2022 05:27:02 PM,,,,,8b0bda94bdd1c0398618c875db,smc,,,,I am currently not employed,Laborer,Retired,Other (please specify),Retired,Georgia,Neither happy nor unhappy,Trade/Vocation School,Widowed,Male,,Satisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,South Atlantic,iOS Phone / Tablet,> 60
13363147870,415544481,02/28/2022 05:25:02 PM,02/28/2022 05:27:00 PM,,,,,2b9e663b8cbc16716f7cd31273,smc,,,,"Construction, Machinery, and Homes",Construction worker,,Middle Management,,West Virginia,Somewhat happy,High School,Separated,Female,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Sometimes,Above average,Several times per week,Extremely desirable,Agree,"$50,000-$74,999",Female,South Atlantic,Android Phone / Tablet,45-60
13363145866,415544481,02/28/2022 05:24:59 PM,02/28/2022 05:26:10 PM,,,,,e6927d6534f215dba4e677f57a,smc,,,,Advertising & Marketing,Cashier,E,Owner/Executive/C-Level,,Connecticut,Very happy,Some High School,"Single, never married",Male,,Satisfied,About once a week,Usually,Usually,Above average,Several times per week,Very desirable,Agree,"$50,000-$74,999",Male,,iOS Phone / Tablet,45-60
13363143861,415544481,02/28/2022 05:21:49 PM,02/28/2022 05:25:26 PM,,,,,af34e0b27f1e227dc790edc4f9,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,,Ohio,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,Once a month,Sometimes,Never,Average,Less than once per week,Not so desirable,Somewhat disagree,"$125,000-$149,999",Female,East North Central,iOS Phone / Tablet,45-60
13363139715,415544481,02/28/2022 05:20:17 PM,02/28/2022 05:23:50 PM,,,,,5c69e614279bfc547fe36b7e92,smc,,,,Advertising & Marketing,Customer service representative,,Intermediate,,California,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,Once per week,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363139273,415544481,02/28/2022 05:21:52 PM,02/28/2022 05:23:40 PM,,,,,8cdd7801af6a5281b2a8635093,smc,,,,Retail & Consumer Durables,Retail sales associate,,Owner/Executive/C-Level,,Pennsylvania,Very happy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Far above average,Several times per week,Not so desirable,Agree,"$75,000-$99,999",Female,Middle Atlantic,iOS Phone / Tablet,45-60
13363138367,415544481,02/28/2022 05:21:53 PM,02/28/2022 05:23:20 PM,,,,,213623f26b9dafec275c4dd293,smc,,,,Retail & Consumer Durables,Laborer,,Entry Level,,California,Neither happy nor unhappy,Trade/Vocation School,"Single, never married",Female,,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,Less than once per week,Not so desirable,Somewhat agree,"$10,000-$24,999",Female,Pacific,iOS Phone / Tablet,30-44
13363135919,415544481,02/28/2022 05:18:42 PM,02/28/2022 05:22:24 PM,,,,,200911baa02799820c502edea9,smc,,,,I am currently not employed,Operations manager,Gov Owner,Owner/Executive/C-Level,,California,Very unhappy,Ph.D. or higher,Widowed,Other (specify),Women,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Not so desirable,Strongly disagree,"$0-$9,999",Female,Pacific,iOS Phone / Tablet,45-60
13363135083,415544481,02/28/2022 05:19:34 PM,02/28/2022 05:22:08 PM,,,,,911a324dc44c5fd5ee913d644c,smc,,,,I am currently not employed,Server,,Entry Level,,Nevada,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a week,Rarely,Never,Average,Less than once per week,Somewhat desirable,Disagree,"$25,000-$49,999",Female,Mountain,iOS Phone / Tablet,18-29
13363134702,415544481,02/28/2022 05:20:16 PM,02/28/2022 05:22:00 PM,,,,,a7201c2f6fd4dc73ba4d4f48dc,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,,Entry Level,,Connecticut,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,About once a week,Usually,Rarely,Average,Less than once per week,Very desirable,Somewhat agree,"$25,000-$49,999",Female,New England,Android Phone / Tablet,18-29
13363133380,415544481,02/28/2022 05:19:49 PM,02/28/2022 05:21:32 PM,,,,,e40c0d3f1b8eee3260c755853b,smc,,,,"Construction, Machinery, and Homes",Line supervisor,,Middle Management,,Michigan,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a week,Sometimes,Never,Average,I never work out or exercise,Somewhat desirable,Disagree,"$50,000-$74,999",Female,East North Central,Android Phone / Tablet,18-29
13363133015,415544481,02/28/2022 05:19:43 PM,02/28/2022 05:21:25 PM,,,,,4e0daf294d5ded7285d3e24876,smc,,,,Advertising & Marketing,Marketing specialist,,Intermediate,,Florida,Somewhat happy,Master's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Never,Never,Far below average,Less than once per week,Not so desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13363131533,415544481,02/28/2022 05:19:37 PM,02/28/2022 05:20:52 PM,,,,,cc3d0eb064e5df9e0d79fe731b,smc,,,,Advertising & Marketing,Operations manager,,Senior Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Strongly agree,"$0-$9,999",Female,West South Central,Android Phone / Tablet,30-44
13363131450,415544481,02/28/2022 05:18:32 PM,02/28/2022 05:20:51 PM,,,,,bce8ec24511df98d543bb11daf,smc,,,,Agriculture,Retail sales associate,,Intermediate,,Oklahoma,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a month,Rarely,Never,Average,Every day of the week,Somewhat desirable,Agree,Prefer not to answer,Female,West South Central,iOS Phone / Tablet,> 60
13363127093,415544481,02/28/2022 05:17:24 PM,02/28/2022 05:19:22 PM,,,,,07344775374e855996d5441a9d,smc,,,,Finance & Financial Services,Bookkeeper,Payroll specialist,Intermediate,,Utah,Somewhat happy,High School,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Far above average,Less than once per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,Mountain,iOS Phone / Tablet,18-29
13363125684,415544481,02/28/2022 05:17:02 PM,02/28/2022 05:18:53 PM,,,,,f7a20e09bfa8b70db70990f54a,smc,,,,Insurance,Operations manager,,Middle Management,,Kentucky,Neither happy nor unhappy,Master's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Below average,Less than once per week,Not so desirable,Disagree,"$150,000-$174,999",Female,East South Central,iOS Phone / Tablet,45-60
13363122497,415544481,02/28/2022 05:15:43 PM,02/28/2022 05:17:47 PM,,,,,52efef4dc0a8b676cade2f3a09,smc,,,,Food & Beverages,Bartender,no,Other (please specify),no,California,Very unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Usually,Above average,I never work out or exercise,Somewhat desirable,Somewhat agree,"$0-$9,999",Female,Pacific,Android Phone / Tablet,30-44
