Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job?,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13385829419,415873795,2022-03-09 20:20:45,2022-03-09 20:22:53,,,,,b6c03a8ce7a41ea266a46f2250,smc,,,,I am currently not employed,Operations manager,Other (please specify),na,Alabama,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,Every day of the week,Very desirable,Neither agree nor disagree,"$25,000-$49,999",Female,East South Central,Android Phone / Tablet,30-44
13385829353,415873795,2022-03-09 20:20:39,2022-03-09 20:22:52,,,,,7ea5dbb3514b28840d555ffd9b,smc,,,,I am currently not employed,Retail sales associate,Owner/Executive/C-Level,,Pennsylvania,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,Every day,Usually,Sometimes,Above average,Several times per week,Very desirable,Agree,"$10,000-$24,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13385826521,415873795,2022-03-09 20:20:39,2022-03-09 20:21:47,,,,,1471f2142a3e97dc243a4a88ae,smc,,,,Food & Beverages,Marketing specialist,Intermediate,,Hawaii,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a month,Usually,Never,Average,Several times per week,Somewhat desirable,Disagree,"$175,000-$199,999",Female,Pacific,iOS Phone / Tablet,30-44
13385826485,415873795,2022-03-09 20:20:14,2022-03-09 20:21:45,,,,,c89bc750b721adb834906a08d2,smc,,,,I am currently not employed,Cashier,Other (please specify),none,Florida,Very unhappy,High School,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,Once per week,Not at all desirable,Strongly disagree,Prefer not to answer,Male,South Atlantic,Android Phone / Tablet,18-29
13385826318,415873795,2022-03-09 20:19:57,2022-03-09 20:21:42,,,,,754f773fe5d6d91a8afe0453cc,smc,,,,Manufacturing,Mechanic,Intermediate,,Illinois,Somewhat happy,Bachelor's Degree,Divorced,Male,,Satisfied,A few times a week,Usually,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,East North Central,Android Phone / Tablet,45-60
13385822249,415873795,2022-03-09 19:46:46,2022-03-09 20:20:09,,,,,ea74db629b1983e8d1cd971d27,smc,,,,Education,"Cashier, Teacher assistant",Other (please specify),There really isn’t a “level”,Maryland,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Rarely,Never,Above average,I never work out or exercise,Not at all desirable,Disagree,"$75,000-$99,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13385821570,415873795,2022-03-09 20:18:31,2022-03-09 20:19:55,,,,,f1765f7ea3d339583ba8ffd108,smc,,,,"Construction, Machinery, and Homes",Construction worker,Owner/Executive/C-Level,,Georgia,Very happy,High School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Male,Mountain,iOS Phone / Tablet,30-44
13385820462,415873795,2022-03-09 20:17:21,2022-03-09 20:19:30,,,,,e8d5ae8176f9a630436e626c4f,smc,,,,Government,Administrative assistant,Entry Level,,New York,Very happy,Master's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Sometimes,Average,I never work out or exercise,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13385818651,415873795,2022-03-09 20:16:17,2022-03-09 20:18:46,,,,,3b956f67e61e5427b5a7ef3e4c,smc,,,,Retail & Consumer Durables,Cashier,Intermediate,,Illinois,Somewhat happy,High School,"Single, never married",Male,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$100,000-$124,999",Male,East North Central,Android Phone / Tablet,45-60
13385817474,415873795,2022-03-09 20:15:22,2022-03-09 20:18:21,,,,,84fc0a766f974454df0c7772d0,smc,,,,Education,Administrative assistant,Entry Level,,Wisconsin,Very happy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Extremely desirable,Strongly agree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,45-60
13385816688,415873795,2022-03-09 20:16:39,2022-03-09 20:18:03,,,,,5cfc733556d6e29d11483044f2,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Intermediate,,Michigan,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a week,Sometimes,Never,Above average,Several times per week,Somewhat desirable,Disagree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,18-29
13385816084,415873795,2022-03-09 20:16:32,2022-03-09 20:17:51,,,,,a80b87b51b18eef19c05d33e68,smc,,,,Retail & Consumer Durables,Retail sales associate,Entry Level,,Wisconsin,Somewhat happy,High School,Separated,Female,,Satisfied,About once a week,Always,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$10,000-$24,999",Female,East North Central,Android Phone / Tablet,30-44
13385812152,415873795,2022-03-09 20:15:00,2022-03-09 20:16:21,,,,,8e32e109a8897d069351ca34be,smc,,,,Airlines & Aerospace (including Defense),Software developer,Entry Level,,Utah,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Very dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Not so desirable,Somewhat agree,"$50,000-$74,999",Male,Mountain,Android Phone / Tablet,18-29
13385811624,415873795,2022-03-09 20:14:44,2022-03-09 20:16:11,,,,,bb19519b7f64440426dbf7e039,smc,,,,I am currently not employed,Medical assistant,Other (please specify),not working,Washington,Neither happy nor unhappy,High School,Divorced,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Rarely,Above average,Once per week,Somewhat desirable,Somewhat agree,"$25,000-$49,999",Female,Pacific,Android Phone / Tablet,30-44
13385811303,415873795,2022-03-09 20:14:44,2022-03-09 20:16:04,,,,,de8c9af46261c013ad56d4982f,smc,,,,Healthcare & Pharmaceuticals,Operations manager,Middle Management,,Maine,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Female,New England,Android Phone / Tablet,45-60
13385810745,415873795,2022-03-09 20:13:30,2022-03-09 20:15:50,,,,,7359a77e78a4f0de4aae5599f9,smc,,,,Nonprofit,Registered nurse,Intermediate,,Colorado,Somewhat happy,Master's Degree,"Single, never married",Female,,Satisfied,A few times a week,Sometimes,Never,Average,Several times per week,Very desirable,Neither agree nor disagree,"$25,000-$49,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13385810092,415873795,2022-03-09 20:14:21,2022-03-09 20:15:36,,,,,a5d5c154f3313e1793ba2e320f,smc,,,,Transportation & Delivery,Food preparation worker,Middle Management,,New Jersey,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a month,Usually,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat agree,"$100,000-$124,999",Male,Middle Atlantic,iOS Phone / Tablet,18-29
13385809082,415873795,2022-03-09 20:12:28,2022-03-09 20:15:14,,,,,fbcb965a71972badf78e96ec51,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Entry Level,,Washington,Neither happy nor unhappy,High School,"Single, never married",Male,,Dissatisfied,Less than once a month,Always,Rarely,Far below average,Less than once per week,Not so desirable,Agree,"$25,000-$49,999",Male,Pacific,Android Phone / Tablet,45-60
13385806258,415873795,2022-03-09 20:11:29,2022-03-09 20:14:46,,,,,a474a87102e602f4c289412033,smc,,,,Education,Server,Other (please specify),independent,Hawaii,Very happy,Bachelor's Degree,Widowed,Male,,Satisfied,A few times a month,Usually,Never,Above average,Several times per week,Very desirable,Strongly disagree,Prefer not to answer,Female,Pacific,Windows Desktop / Laptop,45-60
13385806390,415873795,2022-03-09 20:11:29,2022-03-09 20:14:33,,,,,2e1b287ddaefbe7591fb592c8c,smc,,,,Finance & Financial Services,"Operations manager, Project Manager",Middle Management,,Florida,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,Less than once a month,Usually,Never,Above average,Every day of the week,Somewhat desirable,Somewhat agree,"$125,000-$149,999",Female,South Atlantic,Windows Desktop / Laptop,> 60
13385796190,415873795,2022-03-09 20:07:58,2022-03-09 20:10:28,,,,,4aa44f7c65634559ca6bc58ebf,smc,,,,I am currently not employed,Software developer,Other (please specify),student,New York,Neither happy nor unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Female,Middle Atlantic,Android Phone / Tablet,18-29
13385794742,415873795,2022-03-09 20:08:08,2022-03-09 20:09:57,,,,,f83e4d0f0bb0de9f4c481ce90c,smc,,,,Education,Office clerk,Middle Management,,Kansas,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Rarely,Usually,Far above average,Once per week,Somewhat desirable,Strongly agree,"$75,000-$99,999",Female,West North Central,iOS Phone / Tablet,45-60
13385793817,415873795,2022-03-09 20:07:02,2022-03-09 20:09:38,,,,,547f0df67cb61308ef37bd7e1a,smc,,,,Finance & Financial Services,"Customer service representative, Insurance underwriter",Intermediate,,California,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,About once a week,Sometimes,Rarely,Average,Once per week,Somewhat desirable,Disagree,"$50,000-$74,999",Female,Pacific,iOS Phone / Tablet,18-29
13385792876,415873795,2022-03-09 20:08:43,2022-03-09 20:09:17,,,,,6550076e7fd9cf74f453e13550,smc,,,,Entertainment & Leisure,Registered nurse,Senior Management,,Connecticut,Somewhat happy,Some High School,"Single, never married",Male,,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Very desirable,Strongly agree,"$25,000-$49,999",Male,New England,Android Phone / Tablet,30-44
13385791662,415873795,2022-03-09 20:07:06,2022-03-09 20:08:52,,,,,70d601501a944ee0ced0dbdeaf,smc,,,,Manufacturing,Laborer,Intermediate,,Indiana,Very happy,High School,Married or domestic partnership,Male,,Dissatisfied,About once a week,Rarely,Always,Average,I never work out or exercise,Not so desirable,Neither agree nor disagree,"$100,000-$124,999",Male,East North Central,Android Phone / Tablet,45-60
13385791046,415873795,2022-03-09 20:04:34,2022-03-09 20:08:37,,,,,3b6e63b6bf06b7831ab82d70c1,smc,,,,Advertising & Marketing,Food preparation worker,Middle Management,,California,Neither happy nor unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,About once a week,Usually,Rarely,Below average,Several times per week,Somewhat desirable,Disagree,"$100,000-$124,999",Female,Pacific,iOS Phone / Tablet,45-60
13385790705,415873795,2022-03-09 20:04:43,2022-03-09 20:08:29,,,,,28fda8db3dbcefd98214963769,smc,,,,Insurance,Customer service representative,Intermediate,,California,Very happy,High School,Widowed,Female,,Very satisfied,A few times a week,Always,Never,Far above average,I never work out or exercise,Somewhat desirable,Disagree,Prefer not to answer,Female,Pacific,iOS Phone / Tablet,45-60
13385783726,415873795,2022-03-09 20:02:47,2022-03-09 20:06:03,,,,,e29de4acb68e25debb9576de27,smc,,,,Retail & Consumer Durables,Retail sales associate,Middle Management,,Connecticut,Very happy,High School,"Single, never married",Female,,Very satisfied,Every day,Always,Never,Far above average,Every day of the week,Extremely desirable,Strongly disagree,"$0-$9,999",Female,New England,Android Phone / Tablet,45-60
13385783319,415873795,2022-03-09 20:04:01,2022-03-09 20:05:56,,,,,3ebd88e6ea1bf9c2bc6a12fc79,smc,,,,Entertainment & Leisure,Line supervisor,Middle Management,,New Jersey,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Rarely,Never,Below average,I never work out or exercise,Not at all desirable,Strongly agree,"$50,000-$74,999",Male,Middle Atlantic,iOS Phone / Tablet,> 60
13385781666,415873795,2022-03-09 20:01:41,2022-03-09 20:05:21,,,,,383aa5274412dd9bcb28519568,smc,,,,Education,"Bookkeeper, Resource manager",Middle Management,,New Mexico,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Never,Average,Several times per week,Very desirable,Disagree,"$25,000-$49,999",Female,Mountain,iOS Phone / Tablet,30-44
13385780885,415873795,2022-03-09 20:02:43,2022-03-09 20:05:05,,,,,4bcf107bc308d75e24d51223d1,smc,,,,Retail & Consumer Durables,Administrative assistant,Senior Management,,New York,Very happy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,About once a week,Never,Never,Below average,Less than once per week,Not so desirable,Strongly agree,"$200,000+",Female,Middle Atlantic,iOS Phone / Tablet,45-60
13385780864,415873795,2022-03-09 20:03:56,2022-03-09 20:05:04,,,,,e82f16de7828ecea78287cdffb,smc,,,,Transportation & Delivery,Truck Driver,Entry Level,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Usually,Rarely,Above average,Once per week,Very desirable,Somewhat agree,"$10,000-$24,999",Female,Pacific,Android Phone / Tablet,30-44
13385780522,415873795,2022-03-09 20:03:03,2022-03-09 20:04:58,,,,,dddf7229caf0d3292131a064b0,smc,,,,Food & Beverages,"Marketing specialist, Revenue management",Senior Management,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Sometimes,Sometimes,Average,Several times per week,Somewhat desirable,Somewhat agree,"$175,000-$199,999",Female,Pacific,Android Phone / Tablet,30-44
13385777361,415873795,2022-03-09 20:01:24,2022-03-09 20:03:54,,,,,84e99c874f36d12a4805041383,smc,,,,Food & Beverages,Food preparation worker,Intermediate,,New York,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Rarely,Never,Average,Less than once per week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Male,Middle Atlantic,Android Phone / Tablet,45-60
13385775529,415873795,2022-03-09 19:55:58,2022-03-09 20:03:21,,,,,8eaba6cef011631925ec646364,smc,,,,Nonprofit,Office clerk,Intermediate,,Massachusetts,Neither happy nor unhappy,Bachelor's Degree,Divorced,Female,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Average,Once per week,Somewhat desirable,Agree,"$25,000-$49,999",Female,New England,Windows Desktop / Laptop,> 60
13385774973,415873795,2022-03-09 20:01:23,2022-03-09 20:03:10,,,,,876842efd59664dc7f14540806,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Owner/Executive/C-Level,,California,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Very dissatisfied,Less than once a month,Always,Never,Above average,Once per week,Very desirable,Neither agree nor disagree,"$0-$9,999",Male,Pacific,Windows Desktop / Laptop,> 60
13385774362,415873795,2022-03-09 19:59:13,2022-03-09 20:03:00,,,,,29b125bf7325586ae130161a28,smc,,,,Government,Police officer,Entry Level,,Arizona,Somewhat unhappy,High School,Divorced,Female,,Satisfied,A few times a week,Usually,Never,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Female,Mountain,Android Phone / Tablet,> 60
13385772010,415873795,2022-03-09 20:00:47,2022-03-09 20:02:11,,,,,d4f7bd47217fd0da7150827a22,smc,,,,Food & Beverages,Server,Entry Level,,Colorado,Very happy,Bachelor's Degree,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,Every day of the week,Very desirable,Strongly agree,"$50,000-$74,999",Male,Mountain,iOS Phone / Tablet,18-29
13385768858,415873795,2022-03-09 19:58:01,2022-03-09 20:01:10,,,,,71b43a05c5d566e53ef9e607ac,smc,,,,Entertainment & Leisure,Cashier,Entry Level,,California,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Usually,Never,Above average,Less than once per week,Somewhat desirable,Somewhat disagree,"$50,000-$74,999",Female,Pacific,iOS Phone / Tablet,18-29
